Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Custom field (Atlassian Project),Custom field (Atlassian project),Custom field (Atlassian project status),Custom field (Comments),Custom field (Delivery progress),Custom field (Delivery status),Custom field (Design file),Custom field (Designs ready),Custom field (Development),Custom field (Documents),Custom field (Effort),Custom field (Goals),Custom field (Idea archived),Custom field (Idea archived on),Custom field (Idea short description),Custom field (Impact),Custom field (Insights),Custom field (Issue color),Custom field (Linked items),Custom field (Project start),Custom field (Project target),Custom field (Rank),Custom field (Roadmap),Custom field (Score),Sprint,Custom field (Start date),Custom field (State),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Custom field (Vulnerability),Parent,Parent key,Parent summary,Status category,Status category changed
[RESC-004] Forgotten timer handling,SCRUM-64,10065,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:37 PM,,,,0,backend;frontend,Acceptance criteria: User can report what happened after the fact | Dependencies: RESC-001 | Source: `09` §6 | Size: S | Key sub-tasks: retroactive report UI/endpoint | Original key: RESC-004,,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i000ef:,,,5,,,,,,,10015,SCRUM-13,Rescheduling/Recovery,To Do,
[RESC-003] Partial completion handling,SCRUM-63,10064,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:37 PM,,,,0,backend,"Acceptance criteria: task.partial re-enters recovery for remaining work | Dependencies: EXEC-004 | Source: `02` §2.3, `05` §1 | Size: M | Key sub-tasks: remaining-work recalculation | Original key: RESC-003",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i000e7:,,,5,,,,,,,10015,SCRUM-13,Rescheduling/Recovery,To Do,
[RESC-002] Progressive recovery search,SCRUM-62,10091,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:37 PM,,,,0,backend;scheduling,"Acceptance criteria: today→tomorrow→week→flag, suitability-checked not just empty-checked | Dependencies: RESC-001, SCH-011 | Source: `05` §2 | Size: L | Key sub-tasks: search algorithm; suitability filter | Original key: RESC-002",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i000k7:,,,5,,,,,,,10015,SCRUM-13,Rescheduling/Recovery,To Do,
[RESC-001] Missed block detection,SCRUM-61,10063,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:37 PM,,,,0,backend;scheduling,"Acceptance criteria: block.unresolved fires when window passes with no session | Dependencies: EXEC-001 | Source: `02` §2.4, `05` §1 | Size: S | Key sub-tasks: detection job/trigger | Original key: RESC-001",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i000dz:,,,5,,,,,,,10015,SCRUM-13,Rescheduling/Recovery,To Do,
[EXEC-005] Planned/Executed/Achieved tracking,SCRUM-60,10062,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:37 PM,,,,0,backend,"Acceptance criteria: Three figures populate correctly post-session | Dependencies: EXEC-004, EVT-002 | Source: `11` §1 | Size: M | Key sub-tasks: aggregation queries | Original key: EXEC-005",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i000dr:,,,4,,,,,,,10007,SCRUM-12,Execution/Focus,To Do,
[EXEC-004] Completion report + belief-state update,SCRUM-59,10061,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:37 PM,,,,0,backend;frontend,"Acceptance criteria: Free-form report; updates current_completion_pct without touching session history | Dependencies: EXEC-001 | Source: `09` §5, `02` §1.7 | Size: M | Key sub-tasks: report UI; belief-state update logic; immutability test | Original key: EXEC-004",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i000dj:,,,4,,,,,,,10007,SCRUM-12,Execution/Focus,To Do,
[EXEC-003] Overrun handling,SCRUM-58,10090,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:37 PM,,,,0,backend;frontend,"Acceptance criteria: 5-min grace, single non-blocking prompt | Dependencies: EXEC-001 | Source: `09` §4 (resolved) | Size: S | Key sub-tasks: grace-window timer; prompt component | Original key: EXEC-003",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i000jz:,,,4,,,,,,,10007,SCRUM-12,Execution/Focus,To Do,
[EXEC-002] Task brief display,SCRUM-57,10060,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:37 PM,,,,0,frontend,"Acceptance criteria: Shows completion_criterion, resources before Start | Dependencies: EXEC-001 | Source: `09` §2 | Size: S | Key sub-tasks: brief component | Original key: EXEC-002",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i000db:,,,4,,,,,,,10007,SCRUM-12,Execution/Focus,To Do,
[EXEC-001] Focus session lifecycle,SCRUM-56,10046,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:37 PM,,,,0,backend;frontend,"Acceptance criteria: Start/Pause/Resume/Finish state machine | Dependencies: UI-001, SCH-015 | Source: `09` §1, `02` §2.6 | Size: M | Key sub-tasks: session state machine; API endpoints; timer UI | Original key: EXEC-001",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i000a7:,,,4,,,,,,,10007,SCRUM-12,Execution/Focus,To Do,
[UI-005] Notification implementation,SCRUM-55,10089,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:36 PM,23/Aug/26 12:38 PM,,,0,backend;frontend,"Acceptance criteria: Pre-block reminder fires; At-Risk transition notifies (Critical); Collaborative-tier proposals notify; excluded patterns (repeated nagging, Autonomous-tier changes, minor pace fluctuation) never fire — tested | Dependencies: RESC-006, RESC-008, RESC-009 | Source: `14` §7, Master Spec §1.20 | Size: M | Key sub-tasks: notification service; decision-relevance filter; pre-block reminder scheduler; exclusion-pattern tests | Original key: UI-005",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i000jr:,,,13,,,,,,,10013,SCRUM-11,UI Remaining,To Do,
"[UI-004] Rescheduling explanation / ""what changed"" UI",SCRUM-54,10076,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:36 PM,,,,0,frontend,"Acceptance criteria: Collaborative/Critical-tier changes show their real reason inline; Autonomous-tier changes are queryable on request, not surfaced proactively | Dependencies: EVT-004, RESC-006, SCH-015 | Source: `14` §5, `10` §4 | Size: M | Key sub-tasks: explanation banner component; wiring to EVT-004 ""what changed"" query; on-demand ""why is this here"" lookup for Autonomous-tier blocks | Original key: UI-004",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i000gv:,,,13,,,,,,,10013,SCRUM-11,UI Remaining,To Do,
[UI-007] Manual drag/move + sticky flag,SCRUM-53,10059,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:36 PM,,,,0,frontend;scheduling,"Acceptance criteria: Drag sets user_moved_flag; Atlas never silently reverts it | Dependencies: SCH-003 | Source: `14` §2, `05` §7 | Size: M | Key sub-tasks: drag-drop UI; user_moved_flag wiring | Original key: UI-007",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i000d3:,,,3,,,,,,,10010,SCRUM-10,UI Core,To Do,
[UI-006] Onboarding flow,SCRUM-52,10058,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:36 PM,,,,0,frontend,"Acceptance criteria: Single opening question, progressive setup, no upfront forms | Dependencies: FOUND-002 | Source: `14` §1 | Size: M | Key sub-tasks: interview UI; progressive setup screen | Original key: UI-006",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i000cv:,,,3,,,,,,,10010,SCRUM-10,UI Core,To Do,
[UI-003] Minimum Viable Day banner,SCRUM-51,10057,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:36 PM,,,,0,frontend,"Acceptance criteria: Essential/Good-to-do/Optional distinction on hard days | Dependencies: RESC-008 (soft dep, stub until Sprint 6) | Source: `14` §2, `05` §9 | Size: S | Key sub-tasks: banner component | Original key: UI-003",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i000cn:,,,3,,,,,,,10010,SCRUM-10,UI Core,To Do,
[UI-002] Calendar (week) view,SCRUM-50,10037,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:36 PM,,,,0,frontend,Acceptance criteria: Secondary FullCalendar-based view | Dependencies: UI-001 | Source: `14` §2 | Size: M | Key sub-tasks: FullCalendar integration | Original key: UI-002,,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i00087:,,,3,,,,,,,10010,SCRUM-10,UI Core,To Do,
[UI-001] Today/Now/Next/Later screen,SCRUM-49,10056,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:36 PM,,,,0,frontend,Acceptance criteria: Task-first home view | Dependencies: SCH-013 | Source: `14` §2 | Size: M | Key sub-tasks: Now/Next/Later components; block detail view | Original key: UI-001,,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i000cf:,,,3,,,,,,,10010,SCRUM-10,UI Core,To Do,
[SCH-015] Explainability (placement reason),SCRUM-48,10055,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:35 PM,23/Aug/26 12:51 PM,,,0,backend;scheduling,"Acceptance criteria: Every placement writes an Event Log reason | Dependencies: SCH-011, EVT-002 | Source: `04`, `10` §4 | Size: S | Key sub-tasks: reason-string generation on placement | Original key: SCH-015",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i000c7:,,,3,,,,,,,10009,SCRUM-9,Scheduling Engine,To Do,
[SCH-014] Determinism & timezone handling,SCRUM-47,10045,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:35 PM,23/Aug/26 12:51 PM,,,0,backend;scheduling,Acceptance criteria: Identical inputs → identical outputs; correct timezone-aware slot math | Dependencies: SCH-012 | Source: `04` §2.4 | Size: M | Key sub-tasks: determinism property tests; timezone-safe datetime handling | Original key: SCH-014,,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i0009z:,,,3,,,,,,,10009,SCRUM-9,Scheduling Engine,To Do,
[SCH-013] Capacity model,SCRUM-46,10054,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:35 PM,,,,0,backend;scheduling,"Acceptance criteria: 70% cold-start default, buffer/break accounting | Dependencies: SCH-001 | Source: `04` §4 | Size: M | Key sub-tasks: capacity calculator; buffer/break deduction logic | Original key: SCH-013",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i000bz:,,,3,,,,,,,10009,SCRUM-9,Scheduling Engine,To Do,
[SCH-012] Problem B candidate-slot scoring,SCRUM-45,10030,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:35 PM,,,,0,backend;scheduling,"Acceptance criteria: Time-of-day fit, energy match, continuity, fragmentation | Dependencies: SCH-011 | Source: `04` §3 | Size: L | Key sub-tasks: 4 scoring dimensions; composite (Problem-B-only) scorer | Original key: SCH-012",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i0006n:,,,3,,,,,,,10009,SCRUM-9,Scheduling Engine,To Do,
[SCH-011] Tie-breaking cascade,SCRUM-44,10029,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:06 PM,,,,0,backend;scheduling,Acceptance criteria: 5-rule cascade incl. non-trivial-tie escalation | Dependencies: SCH-002–010 | Source: `04` §2.3 | Size: M | Key sub-tasks: cascade implementation; stress-test suite (10 scenarios) | Original key: SCH-011,,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i0006f:,,,2,,,,,,,10009,SCRUM-9,Scheduling Engine,To Do,
[SCH-010] Stage 8 preference/continuity tie-break,SCRUM-43,10036,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:06 PM,,,,0,backend;scheduling,Acceptance criteria: Time-of-day/continuity tie-break between equivalent survivors | Dependencies: SCH-009 | Source: `04` §2 | Size: S | Key sub-tasks: tie-break scorer | Original key: SCH-010,,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i0007z:,,,2,,,,,,,10009,SCRUM-9,Scheduling Engine,To Do,
[SCH-009] Stage 7 historical calibration stub,SCRUM-42,10044,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:35 PM,,,,0,backend;scheduling,"Acceptance criteria: Calibration-only, never ranking; defaults until ANLY exists | Dependencies: ANLY-004 (soft dep) | Source: `04` §2 | Size: S | Key sub-tasks: stub interface; default values | Original key: SCH-009",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i0009r:,,,2,,,,,,,10009,SCRUM-9,Scheduling Engine,To Do,
[SCH-008] Stage 6 flexibility/disruption tier,SCRUM-41,10028,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:06 PM,,,,0,backend;scheduling,Acceptance criteria: Flexibility tier ordering; disruption-cost estimate | Dependencies: DOM-003 | Source: `04` §2 | Size: M | Key sub-tasks: disruption-cost calc; tier ordering | Original key: SCH-008,,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i00067:,,,2,,,,,,,10009,SCRUM-9,Scheduling Engine,To Do,
[SCH-007] Stage 5 dependency & remaining-work tier,SCRUM-40,10027,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:06 PM,23/Aug/26 12:48 PM,,,0,backend;scheduling,"Acceptance criteria: Full bounded-depth chain traversal; near-completion preference | Dependencies: DOM-007 | Source: `04` §2, §2.5 | Size: L | Key sub-tasks: chain traversal (bounded); remaining-work scoring | Original key: SCH-007",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i0005z:,,,2,,,,,,,10009,SCRUM-9,Scheduling Engine,To Do,
[SCH-006] Stage 4 goal/at-risk boost,SCRUM-39,10035,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:06 PM,,,,0,backend;scheduling,"Acceptance criteria: At-risk-linked tasks get protective boost; never outranks Stage 0–2 | Dependencies: DOM-001, RESC-007 (soft dep — stub risk flag until RESC lands) | Source: `04` §2 | Size: M | Key sub-tasks: boost logic; boundary tests | Original key: SCH-006",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i0007r:,,,2,,,,,,,10009,SCRUM-9,Scheduling Engine,To Do,
[SCH-005] Stage 3 user importance tier,SCRUM-38,10053,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:35 PM,23/Aug/26 12:35 PM,,,0,backend;scheduling,"Acceptance criteria: Enum-based tier ranking; category default with override | Dependencies: DOM-003, DOM-005 | Source: `04` §2, `02` §5 | Size: S | Key sub-tasks: tier ranking logic | Original key: SCH-005",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i000br:,,,2,,,,,,,10009,SCRUM-9,Scheduling Engine,To Do,
[SCH-004] Stage 2 hard-consequence gate,SCRUM-37,10034,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:06 PM,,,,0,backend;scheduling,"Acceptance criteria: See full-template example above | Dependencies: DOM-003 | Source: `04` §2, §2.2 | Size: M | Key sub-tasks: gate logic; tests (full example above) | Original key: SCH-004",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i0007j:,,,2,,,,,,,10009,SCRUM-9,Scheduling Engine,To Do,
[SCH-003] Stage 1 explicit instruction override,SCRUM-36,10022,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:06 PM,,,,0,backend;scheduling,"Acceptance criteria: A live user instruction bypasses Stages 2–8 for the targeted item | Dependencies: SCH-002 | Source: `04` §2, §2.1 | Size: S | Key sub-tasks: override handling; manual-move integration | Original key: SCH-003",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i0004v:,,,2,,,,,,,10009,SCRUM-9,Scheduling Engine,To Do,
[SCH-002] Stage 0 hard constraint gate,SCRUM-35,10021,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:06 PM,,,,0,backend;scheduling,"Acceptance criteria: Fixed-tier items never appear in the autonomous movable set | Dependencies: SCH-001 | Source: `04` §2, §2.1 | Size: S | Key sub-tasks: gate filter; tests | Original key: SCH-002",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i0004n:,,,2,,,,,,,10009,SCRUM-9,Scheduling Engine,To Do,
[SCH-001] Candidate slot generation,SCRUM-34,10033,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:06 PM,,,,0,backend;scheduling,Acceptance criteria: Generates open slots respecting Fixed commitments and working-hours bounds | Dependencies: DOM-006 | Source: `04` §1–2 | Size: M | Key sub-tasks: slot generator; working-hours model | Original key: SCH-001,,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i0007b:,,,2,,,,,,,10009,SCRUM-9,Scheduling Engine,To Do,
"[EVT-004] ""What changed"" query API",SCRUM-33,10043,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:05 PM,,,,0,backend;frontend,Acceptance criteria: Plain-language rendering of recent Atlas-actor events with reasons | Dependencies: EVT-001 | Source: `10` §4 | Size: S | Key sub-tasks: query endpoint; reason-string rendering | Original key: EVT-004,,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i0009j:,,,2,,,,,,,10006,SCRUM-8,Event Log,To Do,
[EVT-003] Compensating-event undo,SCRUM-32,10026,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:05 PM,,,,0,backend,"Acceptance criteria: Undo generates a new event, never rewrites history | Dependencies: EVT-002 | Source: `10` §4 (resolved) | Size: M | Key sub-tasks: undo service; compensating-event generation per event type | Original key: EVT-003",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i0005r:,,,2,,,,,,,10006,SCRUM-8,Event Log,To Do,
[EVT-002] Transaction-boundary enforcement,SCRUM-31,10032,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:05 PM,,,,0,backend,"Acceptance criteria: Every entity state-change commit includes an atomic event write | Dependencies: EVT-001 | Source: `10` §5, `13` §4 | Size: M | Key sub-tasks: transactional wrapper/aspect; forced-failure rollback tests | Original key: EVT-002",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i00073:,,,2,,,,,,,10006,SCRUM-8,Event Log,To Do,
[EVT-001] Event log schema & append-only enforcement,SCRUM-30,10042,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:05 PM,,,,0,backend;database,Acceptance criteria: Events table matches `10` §2; no UPDATE/DELETE permitted at application layer | Dependencies: DOM (all) | Source: `10` §2–3 | Size: M | Key sub-tasks: table+migration; write-only repository layer; DB-level constraint if feasible | Original key: EVT-001,,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i0009b:,,,2,,,,,,,10006,SCRUM-8,Event Log,To Do,
[DOM-007] Dependency modeling,SCRUM-29,10025,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:04 PM,,,,0,backend;database,"Acceptance criteria: Self-referential join; cycle detection on create | Dependencies: DOM-003 | Source: `02` §1.4, `04` §2.5 | Size: M | Key sub-tasks: join table; cycle-detection algorithm; API endpoints | Original key: DOM-007",,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i0005j:,,,1,,,,,,,10005,SCRUM-7,Domain Model,To Do,
[DOM-006] Fixed Commitment / Calendar Event entity,SCRUM-28,10041,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:04 PM,,,,0,backend;database,Acceptance criteria: Always Fixed tier; source enum (manual/screenshot_import) | Dependencies: DOM-001 | Source: `02` §1.11 | Size: S | Key sub-tasks: table+migration; API endpoints | Original key: DOM-006,,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i00093:,,,1,,,,,,,10005,SCRUM-7,Domain Model,To Do,
[DOM-005] Category/Tag entity + defaults,SCRUM-27,10020,Story,To Do,SCRUM,Atlas,software,Ishan Gupta,62db88f437366f100e68c3fd,,,,,,Ishan Gupta,62db88f437366f100e68c3fd,Ishan Gupta,62db88f437366f100e68c3fd,23/Aug/26 11:11 AM,23/Aug/26 12:04 PM,23/Aug/26 12:48 PM,,,0,backend;database,Acceptance criteria: User-defined; default_flexibility_tier field; no hardcoded cross-category ordering | Dependencies: DOM-001 | Source: `02` §1.9 | Size: S | Key sub-tasks: table+migration; API endpoints | Original key: DOM-005,,,,0,0,0,,0,0,0,,,,,,,,,,,{},,,,,,,,,,,,,0|i0004f:,,,1,,,,,,,10005,SCRUM-7,Domain Model,To Do,
